Season,Home Team,Away Team,Home Team Score,Away Team Score,Home Starting Lineup,Home Bench Lineup,Away Starting Lineup,Away Bench Lineup,Home Goal Timings,Away Goal Timings,Home Sub Timings,Away Sub Timings,Home Red Card Timings,Away Red Card Timings
2017-2018,Swansea City,West Ham United,4,1,"['Łukasz Fabiański', 'Ki Sung-yueng', 'Mike van der Hoorn', 'Alfie Mawson', 'Martin Olsson', 'Sam Clucas', 'Jordan Ayew', 'André Ayew', 'Andy King', 'Kyle Naughton', 'Federico Fernández']","['Kristoffer Nordfeldt', 'Leon Britton', 'Tammy Abraham', 'Luciano Narsingh', 'Nathan Dyer', 'Tom Carroll', 'Kyle Bartley']","['Adrián', 'Winston Reid', 'Aaron Cresswell', 'Pablo Zabaleta', 'Marko Arnautović', 'Cheikhou Kouyaté', 'Manuel Lanzini', 'Mark Noble', 'Javier Hernández', 'Patrice Evra', 'Declan Rice']","['Joe Hart', 'Jordan Hugill', 'João Mário', 'Sam Byram', 'Michail Antonio', 'Josh Cullen', 'Marcus Browne']","[8, 32, 48, 63]",[78],"[[78, 'André Ayew', 'Nathan Dyer'], [81, 'Andy King', 'Tom Carroll'], [90, 'Sam Clucas', 'Tammy Abraham']]","[[27, 'Winston Reid', 'Sam Byram'], [46, 'Patrice Evra', 'Michail Antonio']]",[],[]
2017-2018,Leicester City,Bournemouth,1,1,"['Kasper Schmeichel', 'Wes Morgan', 'Jamie Vardy', 'Marc Albrighton', 'Adrien Silva', 'Harry Maguire', 'Daniel Amartey', 'Matty James', 'Wilfred Ndidi', 'Riyad Mahrez', 'Christian Fuchs']","['Ben Hamer', 'Ben Chilwell', 'Demarai Gray', 'Kelechi Iheanacho', 'Aleksandar Dragović', 'Vicente Iborra', 'Fousseni Diabaté']","['Asmir Begović', 'Simon Francis', 'Steve Cook', 'Dan Gosling', 'Nathan Aké', 'Charlie Daniels', 'Callum Wilson', 'Adam Smith', 'Lewis Cook', 'Joshua King', 'Junior Stanislas']","['Artur Boruc', 'Andrew Surman', 'Jermain Defoe', 'Ryan Fraser', 'Lys Mousset', 'Jack Simpson', 'Kyle Taylor']",[90],[35],"[[20, 'Daniel Amartey', 'Ben Chilwell'], [59, 'Adrien Silva', 'Kelechi Iheanacho'], [79, 'Christian Fuchs', 'Fousseni Diabaté']]","[[77, 'Callum Wilson', 'Andrew Surman'], [90, 'Joshua King', 'Lys Mousset']]",[],[]
2017-2018,Southampton,Stoke City,0,0,"['Alex McCarthy', 'Cédric Soares', 'Jack Stephens', 'Wesley Hoedt', 'Guido Carrillo', 'Dušan Tadić', 'Oriol Romeu', 'Mario Lemina', 'Ryan Bertrand', 'Nathan Redmond', 'Josh Sims']","['Fraser Forster', 'Shane Long', 'James Ward-Prowse', 'Sofiane Boufal', 'Manolo Gabbiadini', 'Pierre Højbjerg', 'Jan Bednarek']","['Jack Butland', 'Moritz Bauer', 'Joe Allen', 'Kurt Zouma', 'Eric Maxim Choupo-Moting', 'Bruno Martins Indi', 'Mame Biram Diouf', 'Geoff Cameron', 'Kostas Stafylidis', 'Xherdan Shaqiri', 'Badou Ndiaye']","['Jakob Haugaard', 'Erik Pieters', 'Glen Johnson', 'Jesé', 'Ryan Shawcross', 'Darren Fletcher', 'Peter Crouch']",[],[],"[[64, 'Dušan Tadić', 'Manolo Gabbiadini'], [76, 'Josh Sims', 'Sofiane Boufal'], [79, 'Guido Carrillo', 'Shane Long']]","[[23, 'Mame Biram Diouf', 'Erik Pieters'], [46, 'Kostas Stafylidis', 'Peter Crouch'], [64, 'Eric Maxim Choupo-Moting', 'Jesé']]",[],[]
2017-2018,Tottenham Hotspur,Huddersfield Town,2,0,"['Hugo Lloris', 'Jan Vertonghen', 'Davinson Sánchez', 'Son Heung-min', 'Harry Kane', 'Eric Dier', 'Mousa Dembélé', 'Dele Alli', 'Christian Eriksen', 'Serge Aurier', 'Ben Davies']","['Michel Vorm', 'Kieran Trippier', 'Danny Rose', 'Érik Lamela', 'Victor Wanyama', 'Moussa Sissoko', 'Lucas Moura']","['Jonas Lössl', 'Terence Kongolo', 'Jonathan Hogg', 'Rajiv van La Parra', 'Danny Williams', 'Alex Pritchard', 'Collin Quaner', 'Steve Mounié', 'Mathias Jørgensen', 'Christopher Schindler', 'Florent Hadergjonaj']","['Robert Green', 'Tommy Smith', 'Scott Malone', 'Philip Billing', 'Chris Löwe', 'Laurent Depoitre', 'Tom Ince']","[27, 54]",[],"[[70, 'Son Heung-min', 'Érik Lamela'], [77, 'Mousa Dembélé', 'Moussa Sissoko'], [83, 'Dele Alli', 'Lucas Moura']]","[[33, 'Collin Quaner', 'Tom Ince'], [45, 'Alex Pritchard', 'Philip Billing'], [83, 'Jonathan Hogg', 'Laurent Depoitre']]",[],[]
Season,Home Team,Away Team,Home Team Score,Away Team Score,Home Starting Lineup,Home Bench Lineup,Away Starting Lineup,Away Bench Lineup,Home Goal Timings,Away Goal Timings,Home Sub Timings,Away Sub Timings,Home Red Card Timings,Away Red Card Timings
2017-2018,Liverpool,Newcastle United,2,0,"['Loris Karius', 'Virgil van Dijk', 'Dejan Lovren', 'Roberto Firmino', 'Mohamed Salah', 'Jordan Henderson', 'Sadio Mané', 'Alex Oxlade-Chamberlain', 'Emre Can', 'Andrew Robertson', 'Trent Alexander-Arnold']","['Simon Mignolet', 'James Milner', 'Joe Gomez', 'Alberto Moreno', 'Adam Lallana', 'Dominic Solanke', 'Joël Matip']","['Martin Dúbravka', 'Paul Dummett', 'Jamaal Lascelles', 'Jacob Murphy', 'Dwight Gayle', 'Mohamed Diamé', 'Kenedy', 'Florian Lejeune', 'DeAndre Yedlin', 'Mikel Merino', 'Christian Atsu']","['Karl Darlow', 'Ciaran Clark', 'Matt Ritchie', 'Isaac Hayden', 'Ayoze Pérez', 'Javier Manquillo', 'Joselu']","[40, 55]",[],"[[74, 'Sadio Mané', 'Adam Lallana'], [79, 'Alex Oxlade-Chamberlain', 'James Milner'], [88, 'Roberto Firmino', 'Joël Matip']]","[[66, 'Dwight Gayle', 'Joselu'], [73, 'Mikel Merino', 'Isaac Hayden'], [84, 'Jacob Murphy', 'Ayoze Pérez']]",[],[]
2017-2018,Brighton & Hove Albion,Arsenal,2,1,"['Mathew Ryan', 'Gaëtan Bong', 'Lewis Dunk', 'Dale Stephens', 'Anthony Knockaert', 'Pascal Groß', 'Glenn Murray', 'José Izquierdo', 'Ezequiel Schelotto', 'Shane Duffy', 'Davy Pröpper']","['Tim Krul', 'Bruno', 'Beram Kayal', 'Leonardo Ulloa', 'Connor Goldson', 'Solly March', 'Jürgen Locadia']","['Petr Čech', 'Laurent Koscielny', 'Henrikh Mkhitaryan', 'Jack Wilshere', 'Mesut Özil', 'Pierre-Emerick Aubameyang', 'Alex Iwobi', 'Shkodran Mustafi', 'Calum Chambers', 'Granit Xhaka', 'Sead Kolašinac']","['David Ospina', 'Rob Holding', 'Danny Welbeck', 'Héctor Bellerín', 'Ainsley Maitland-Niles', 'Mohamed Elneny', 'Eddie Nketiah']","[7, 26]",[43],"[[69, 'Ezequiel Schelotto', 'Bruno'], [77, 'Anthony Knockaert', 'Solly March'], [87, 'Pascal Groß', 'Beram Kayal']]","[[74, 'Alex Iwobi', 'Danny Welbeck'], [83, 'Calum Chambers', 'Eddie Nketiah'], [83, 'Henrikh Mkhitaryan', 'Héctor Bellerín']]",[],[]
2017-2018,Manchester City,Chelsea,1,0,"['Ederson', 'Kyle Walker', 'İlkay Gündoğan', 'Sergio Agüero', 'Aymeric Laporte', 'Kevin De Bruyne', 'Leroy Sané', 'Bernardo Silva', 'David Silva', 'Nicolás Otamendi', 'Oleksandr Zinchenko']","['Claudio Bravo', 'Danilo', 'Vincent Kompany', 'John Stones', 'Gabriel Jesus', 'Yaya Touré', 'Phil Foden']","['Thibaut Courtois', 'Antonio Rüdiger', 'Marcos Alonso', 'Cesc Fàbregas', 'Danny Drinkwater', 'Eden Hazard', 'Pedro', 'Victor Moses', 'Willian', 'Andreas Christensen', 'César Azpilicueta']","['Willy Caballero', 'Álvaro Morata', 'Olivier Giroud', 'Davide Zappacosta', 'Gary Cahill', 'Emerson Palmieri', 'Trevoh Chalobah']",[46],[],"[[85, 'Sergio Agüero', 'Gabriel Jesus'], [87, 'Oleksandr Zinchenko', 'Danilo'], [90, 'David Silva', 'Phil Foden']]","[[78, 'Willian', 'Olivier Giroud'], [82, 'Pedro', 'Emerson Palmieri'], [90, 'Eden Hazard', 'Álvaro Morata']]",[],[]
2017-2018,Crystal Palace,Manchester United,2,3,"['Wayne Hennessey', 'Patrick van Aanholt', 'Luka Milivojević', 'James Tomkins', 'Alexander Sørloth', 'Andros Townsend', 'Jeffrey Schlupp', 'Christian Benteke', 'James McArthur', 'Aaron Wan-Bissaka', 'Martin Kelly']","['Diego Cavalieri', 'Lee Chung-yong', 'Pape Souaré', 'Damien Delaney', 'Erdal Rakip', 'Jarosław Jach', 'Jaïro Riedewald']","['David de Gea', 'Victor Lindelöf', 'Paul Pogba', 'Alexis Sánchez', 'Romelu Lukaku', 'Chris Smalling', 'Jesse Lingard', 'Ashley Young', 'Antonio Valencia', 'Nemanja Matić', 'Scott McTominay']","['Joel Castro Pereira', 'Eric Bailly', 'Juan Mata', 'Michael Carrick', 'Marcus Rashford', 'Luke Shaw', 'Matteo Darmian']","[11, 48]","[55, 76, 90]","[[80, 'Jeffrey Schlupp', 'Jaïro Riedewald']]","[[46, 'Scott McTominay', 'Marcus Rashford'], [67, 'Antonio Valencia', 'Luke Shaw'], [67, 'Ashley Young', 'Juan Mata']]",[],[]
2017-2018,Manchester United,Liverpool,2,1,"['David de Gea', 'Eric Bailly', 'Alexis Sánchez', 'Juan Mata', 'Romelu Lukaku', 'Chris Smalling', 'Ashley Young', 'Marcus Rashford', 'Antonio Valencia', 'Nemanja Matić', 'Scott McTominay']","['Sergio Romero', 'Victor Lindelöf', 'Jesse Lingard', 'Michael Carrick', 'Luke Shaw', 'Marouane Fellaini', 'Matteo Darmian']","['Loris Karius', 'Virgil van Dijk', 'Dejan Lovren', 'James Milner', 'Roberto Firmino', 'Mohamed Salah', 'Sadio Mané', 'Alex Oxlade-Chamberlain', 'Emre Can', 'Andrew Robertson', 'Trent Alexander-Arnold']","['Simon Mignolet', 'Georginio Wijnaldum', 'Joe Gomez', 'Jordan Henderson', 'Adam Lallana', 'Dominic Solanke', 'Joël Matip']","[14, 24]",[],"[[70, 'Marcus Rashford', 'Marouane Fellaini'], [89, 'Juan Mata', 'Jesse Lingard'], [90, 'Alexis Sánchez', 'Matteo Darmian']]","[[62, 'Alex Oxlade-Chamberlain', 'Adam Lallana'], [80, 'Trent Alexander-Arnold', 'Georginio Wijnaldum'], [84, 'Andrew Robertson', 'Dominic Solanke']]",[],[]
2017-2018,West Ham United,Burnley,0,3,"['Joe Hart', 'Aaron Cresswell', 'Pablo Zabaleta', 'Marko Arnautović', 'Cheikhou Kouyaté', 'Manuel Lanzini', 'Mark Noble', 'João Mário', 'James Collins', 'Angelo Ogbonna', 'Michail Antonio']","['Adrián', 'Jordan Hugill', 'Javier Hernández', 'Patrice Evra', 'Josh Cullen', 'Declan Rice', 'Marcus Browne']","['Nick Pope', 'Matthew Lowton', 'Jack Cork', 'James Tarkowski', 'Ben Mee', 'Ashley Barnes', 'Jeff Hendrick', 'Jóhann Berg Guðmundsson', 'Ashley Westwood', 'Stephen Ward', 'Aaron Lennon']","['Anders Lindegaard', ""Georges-Kévin N'Koudou"", 'Dean Marney', 'Sam Vokes', 'Chris Wood', 'Phil Bardsley', 'Kevin Long']",[],"[66, 70, 81]","[[71, 'João Mário', 'Javier Hernández']]","[[61, 'Jeff Hendrick', 'Chris Wood'], [89, 'Ashley Barnes', 'Sam Vokes']]",[],[]
2017-2018,Newcastle United,Southampton,3,0,"['Martin Dúbravka', 'Paul Dummett', 'Jamaal Lascelles', 'Jonjo Shelvey', 'Dwight Gayle', 'Mohamed Diamé', 'Matt Ritchie', 'Kenedy', 'Ayoze Pérez', 'Florian Lejeune', 'DeAndre Yedlin']","['Karl Darlow', 'Ciaran Clark', 'Jacob Murphy', 'Javier Manquillo', 'Joselu', 'Mikel Merino', 'Christian Atsu']","['Alex McCarthy', 'Cédric Soares', 'Jack Stephens', 'Wesley Hoedt', 'Guido Carrillo', 'Dušan Tadić', 'James Ward-Prowse', 'Mario Lemina', 'Ryan Bertrand', 'Nathan Redmond', 'Pierre Højbjerg']","['Fraser Forster', 'Shane Long', 'Oriol Romeu', 'Sofiane Boufal', 'Manolo Gabbiadini', 'Jan Bednarek', 'Josh Sims']","[2, 29, 57]",[],"[[69, 'Dwight Gayle', 'Joselu'], [78, 'Kenedy', 'Christian Atsu'], [83, 'Jonjo Shelvey', 'Mikel Merino']]","[[46, 'Dušan Tadić', 'Shane Long'], [46, 'Mario Lemina', 'Josh Sims'], [66, 'Guido Carrillo', 'Manolo Gabbiadini']]",[],[]
2017-2018,West Bromwich Albion,Leicester City,1,4,"['Ben Foster', 'Allan Nyom', 'Kieran Gibbs', 'Jake Livermore', 'Salomón Rondón', 'Matt Phillips', 'Chris Brunt', 'Oliver Burke', 'Grzegorz Krychowiak', 'Craig Dawson', 'Ahmed Hegazi']","['Boaz Myhill', 'Hal Robson-Kanu', 'Claudio Yacob', 'James McClean', 'Jay Rodriguez', 'Gareth McAuley', 'Sam Field']","['Kasper Schmeichel', 'Danny Simpson', 'Ben Chilwell', 'Wes Morgan', 'Demarai Gray', 'Jamie Vardy', 'Harry Maguire', 'Shinji Okazaki', 'Vicente Iborra', 'Wilfred Ndidi', 'Riyad Mahrez']","['Eldin Jakupović', 'Kelechi Iheanacho', 'Marc Albrighton', 'Aleksandar Dragović', 'Matty James', 'Christian Fuchs', 'Fousseni Diabaté']",[8],"[21, 62, 76, 90]","[[59, 'Grzegorz Krychowiak', 'Sam Field'], [70, 'Matt Phillips', 'Jay Rodriguez'], [83, 'Oliver Burke', 'Hal Robson-Kanu']]","[[60, 'Shinji Okazaki', 'Kelechi Iheanacho'], [67, 'Demarai Gray', 'Marc Albrighton'], [88, 'Riyad Mahrez', 'Fousseni Diabaté']]",[],[]
2017-2018,Everton,Brighton & Hove Albion,2,0,"['Jordan Pickford', 'Leighton Baines', 'Michael Keane', 'Phil Jagielka', 'Yannick Bolasie', 'Wayne Rooney', 'Theo Walcott', 'Cenk Tosun', 'Gylfi Sigurðsson', 'Séamus Coleman', 'Tom Davies']","['Joel Robles', 'Cuco Martina', 'Oumar Niasse', 'Davy Klaassen', 'Dominic Calvert-Lewin', 'Mason Holgate', 'Beni Baningime']","['Mathew Ryan', 'Gaëtan Bong', 'Lewis Dunk', 'Beram Kayal', 'Anthony Knockaert', 'Pascal Groß', 'Glenn Murray', 'José Izquierdo', 'Ezequiel Schelotto', 'Shane Duffy', 'Davy Pröpper']","['Tim Krul', 'Markus Suttner', 'Bruno', 'Leonardo Ulloa', 'Connor Goldson', 'Solly March', 'Jürgen Locadia']",[76],[],"[[73, 'Theo Walcott', 'Dominic Calvert-Lewin'], [78, 'Yannick Bolasie', 'Mason Holgate'], [84, 'Tom Davies', 'Davy Klaassen']]","[[69, 'Beram Kayal', 'Jürgen Locadia'], [77, 'Glenn Murray', 'Leonardo Ulloa'], [82, 'Gaëtan Bong', 'Markus Suttner']]",[],"[[80, 'Anthony Knockaert']]"
Season,Home Team,Away Team,Home Team Score,Away Team Score,Home Starting Lineup,Home Bench Lineup,Away Starting Lineup,Away Bench Lineup,Home Goal Timings,Away Goal Timings,Home Sub Timings,Away Sub Timings,Home Red Card Timings,Away Red Card Timings
2017-2018,Huddersfield Town,Swansea City,0,0,"['Jonas Lössl', 'Scott Malone', 'Jonathan Hogg', 'Aaron Mooy', 'Rajiv van La Parra', 'Alex Pritchard', 'Tom Ince', 'Steve Mounié', 'Mathias Jørgensen', 'Christopher Schindler', 'Florent Hadergjonaj']","['Joel Coleman', 'Tommy Smith', 'Abdelhamid Sabiri', 'Chris Löwe', 'Danny Williams', 'Laurent Depoitre', 'Collin Quaner']","['Łukasz Fabiański', 'Ki Sung-yueng', 'Mike van der Hoorn', 'Alfie Mawson', 'Martin Olsson', 'Sam Clucas', 'Jordan Ayew', 'André Ayew', 'Andy King', 'Kyle Naughton', 'Federico Fernández']","['Kristoffer Nordfeldt', 'Tammy Abraham', 'Luciano Narsingh', 'Nathan Dyer', 'Tom Carroll', 'Kyle Bartley', 'Connor Roberts']",[],[],"[[65, 'Alex Pritchard', 'Collin Quaner'], [69, 'Aaron Mooy', 'Danny Williams'], [78, 'Rajiv van La Parra', 'Laurent Depoitre']]","[[73, 'André Ayew', 'Tammy Abraham'], [89, 'Ki Sung-yueng', 'Tom Carroll']]",[],"[[11, 'Jordan Ayew']]"
2017-2018,Chelsea,Crystal Palace,2,1,"['Thibaut Courtois', 'Marcos Alonso', 'Cesc Fàbregas', ""N'Golo Kanté"", 'Eden Hazard', 'Olivier Giroud', 'Davide Zappacosta', 'Willian', 'Gary Cahill', 'Andreas Christensen', 'César Azpilicueta']","['Willy Caballero', 'Álvaro Morata', 'Pedro', 'Tiemoué Bakayoko', 'Victor Moses', 'Emerson Palmieri', 'Ethan Ampadu']","['Wayne Hennessey', 'Patrick van Aanholt', 'Luka Milivojević', 'James Tomkins', 'Alexander Sørloth', 'Andros Townsend', 'Jeffrey Schlupp', 'Christian Benteke', 'James McArthur', 'Aaron Wan-Bissaka', 'Martin Kelly']","['Diego Cavalieri', 'Wilfried Zaha', 'Mamadou Sakho', 'Lee Chung-yong', 'Pape Souaré', 'Timothy Fosu-Mensah', 'Jaïro Riedewald']",[25],[90],"[[72, 'Olivier Giroud', 'Álvaro Morata'], [88, 'Cesc Fàbregas', 'Pedro'], [88, 'Eden Hazard', 'Tiemoué Bakayoko']]","[[46, 'Christian Benteke', 'Wilfried Zaha'], [75, 'Jeffrey Schlupp', 'Jaïro Riedewald'], [81, 'Andros Townsend', 'Lee Chung-yong']]",[],[]
2017-2018,Arsenal,Watford,3,0,"['Petr Čech', 'Henrikh Mkhitaryan', 'Mesut Özil', 'Pierre-Emerick Aubameyang', 'Rob Holding', 'Alex Iwobi', 'Shkodran Mustafi', 'Granit Xhaka', 'Ainsley Maitland-Niles', 'Sead Kolašinac', 'Mohamed Elneny']","['David Ospina', 'Jack Wilshere', 'Calum Chambers', 'Danny Welbeck', 'Reiss Nelson', 'Eddie Nketiah', 'Joe Willock']","['Orestis Karnezis', 'Daryl Janmaat', 'Sebastian Prödl', 'Adrian Mariappa', 'Troy Deeney', 'Richarlison', 'Abdoulaye Doucouré', 'Kiko Femenía', 'José Holebas', 'Étienne Capoue', 'Roberto Pereyra']","['Daniel Bachmann', 'Miguel Britos', 'Jerome Sinclair', 'Andre Gray', 'Will Hughes', 'André Carrillo', 'Stefano Okaka']","[8, 59, 77]",[],"[[66, 'Alex Iwobi', 'Danny Welbeck'], [73, 'Shkodran Mustafi', 'Calum Chambers'], [78, 'Henrikh Mkhitaryan', 'Jack Wilshere']]","[[62, 'Kiko Femenía', 'Will Hughes'], [67, 'Roberto Pereyra', 'Stefano Okaka'], [80, 'Daryl Janmaat', 'Miguel Britos']]",[],[]
2017-2018,Bournemouth,Tottenham Hotspur,1,4,"['Asmir Begović', 'Simon Francis', 'Steve Cook', 'Dan Gosling', 'Nathan Aké', 'Charlie Daniels', 'Callum Wilson', 'Adam Smith', 'Lewis Cook', 'Junior Stanislas', 'Lys Mousset']","['Artur Boruc', 'Andrew Surman', 'Harry Arter', 'Joshua King', 'Jermain Defoe', 'Ryan Fraser', 'Jordon Ibe']","['Hugo Lloris', 'Danny Rose', 'Jan Vertonghen', 'Davinson Sánchez', 'Son Heung-min', 'Harry Kane', 'Victor Wanyama', 'Mousa Dembélé', 'Dele Alli', 'Christian Eriksen', 'Serge Aurier']","['Michel Vorm', 'Kieran Trippier', 'Érik Lamela', 'Eric Dier', 'Moussa Sissoko', 'Fernando Llorente', 'Lucas Moura']",[7],"[35, 62, 87, 90]","[[67, 'Lys Mousset', 'Joshua King'], [67, 'Charlie Daniels', 'Jordon Ibe'], [76, 'Junior Stanislas', 'Jermain Defoe']]","[[34, 'Harry Kane', 'Érik Lamela'], [81, 'Danny Rose', 'Kieran Trippier'], [86, 'Dele Alli', 'Moussa Sissoko']]",[],[]
2017-2018,Stoke City,Manchester City,0,2,"['Jack Butland', 'Moritz Bauer', 'Joe Allen', 'Kurt Zouma', 'Eric Maxim Choupo-Moting', 'Jesé', 'Bruno Martins Indi', 'Geoff Cameron', 'Kostas Stafylidis', 'Xherdan Shaqiri', 'Badou Ndiaye']","['Jakob Haugaard', 'Glen Johnson', 'Charlie Adam', 'Ryan Shawcross', 'Darren Fletcher', 'Peter Crouch', 'Ramadan Sobhi']","['Ederson', 'Kyle Walker', 'Vincent Kompany', 'Raheem Sterling', 'Kevin De Bruyne', 'Leroy Sané', 'David Silva', 'Fernandinho', 'Nicolás Otamendi', 'Gabriel Jesus', 'Oleksandr Zinchenko']","['Claudio Bravo', 'Danilo', 'John Stones', 'İlkay Gündoğan', 'Aymeric Laporte', 'Bernardo Silva', 'Yaya Touré']",[],"[10, 50]","[[63, 'Jesé', 'Peter Crouch'], [88, 'Geoff Cameron', 'Ramadan Sobhi']]","[[85, 'Raheem Sterling', 'Bernardo Silva'], [90, 'Gabriel Jesus', 'İlkay Gündoğan']]",[],[]
2017-2018,Stoke City,Everton,1,2,"['Jack Butland', 'Joe Allen', 'Kurt Zouma', 'Glen Johnson', 'Charlie Adam', 'Ryan Shawcross', 'Kostas Stafylidis', 'Xherdan Shaqiri', 'Peter Crouch', 'Badou Ndiaye', 'Ramadan Sobhi']","['Jakob Haugaard', 'Moritz Bauer', 'Saido Berahino', 'Eric Maxim Choupo-Moting', 'Jesé', 'Bruno Martins Indi', 'Darren Fletcher']","['Jordan Pickford', 'Leighton Baines', 'Michael Keane', 'Phil Jagielka', 'Yannick Bolasie', 'Wayne Rooney', 'Theo Walcott', 'Cenk Tosun', 'Idrissa Gana Gueye', 'Séamus Coleman', 'Tom Davies']","['Joel Robles', 'Morgan Schneiderlin', 'Cuco Martina', 'Oumar Niasse', 'Davy Klaassen', 'Dominic Calvert-Lewin', 'Mason Holgate']",[77],"[69, 84]","[[72, 'Ramadan Sobhi', 'Eric Maxim Choupo-Moting'], [76, 'Xherdan Shaqiri', 'Saido Berahino'], [79, 'Eric Maxim Choupo-Moting', 'Jesé']]","[[53, 'Tom Davies', 'Dominic Calvert-Lewin'], [87, 'Wayne Rooney', 'Morgan Schneiderlin'], [90, 'Yannick Bolasie', 'Mason Holgate']]",[],[]
2017-2018,Bournemouth,West Bromwich Albion,2,1,"['Asmir Begović', 'Simon Francis', 'Steve Cook', 'Dan Gosling', 'Nathan Aké', 'Callum Wilson', 'Adam Smith', 'Lewis Cook', 'Joshua King', 'Junior Stanislas', 'Jordon Ibe']","['Artur Boruc', 'Andrew Surman', 'Marc Pugh', 'Charlie Daniels', 'Jermain Defoe', 'Ryan Fraser', 'Lys Mousset']","['Ben Foster', 'Allan Nyom', 'Kieran Gibbs', 'Claudio Yacob', 'Jonny Evans', 'Jake Livermore', 'Salomón Rondón', 'Chris Brunt', 'Jay Rodriguez', 'Craig Dawson', 'Ahmed Hegazi']","['Boaz Myhill', 'Hal Robson-Kanu', 'Matt Phillips', 'James McClean', 'Oliver Burke', 'Grzegorz Krychowiak', 'Sam Field']","[77, 89]",[49],"[[17, 'Simon Francis', 'Charlie Daniels'], [57, 'Adam Smith', 'Lys Mousset'], [73, 'Callum Wilson', 'Jermain Defoe']]","[[77, 'Jonny Evans', 'Matt Phillips'], [82, 'Chris Brunt', 'Sam Field'], [86, 'Jay Rodriguez', 'Hal Robson-Kanu']]",[],[]
2017-2018,Huddersfield Town,Crystal Palace,0,2,"['Jonas Lössl', 'Scott Malone', 'Jonathan Hogg', 'Aaron Mooy', 'Alex Pritchard', 'Tom Ince', 'Collin Quaner', 'Steve Mounié', 'Mathias Jørgensen', 'Christopher Schindler', 'Florent Hadergjonaj']","['Joel Coleman', 'Tommy Smith', 'Philip Billing', 'Elias Kachunga', 'Chris Löwe', 'Rajiv van La Parra', 'Laurent Depoitre']","['Wayne Hennessey', 'Patrick van Aanholt', 'Luka Milivojević', 'James Tomkins', 'Andros Townsend', 'Wilfried Zaha', 'Mamadou Sakho', 'Jeffrey Schlupp', 'Christian Benteke', 'James McArthur', 'Aaron Wan-Bissaka']","['Diego Cavalieri', 'Yohan Cabaye', 'Ruben Loftus-Cheek', 'Lee Chung-yong', 'Timothy Fosu-Mensah', 'Martin Kelly', 'Jaïro Riedewald']",[],"[23, 68]","[[46, 'Scott Malone', 'Chris Löwe'], [61, 'Tom Ince', 'Rajiv van La Parra'], [71, 'Alex Pritchard', 'Elias Kachunga']]","[[21, 'Jeffrey Schlupp', 'Yohan Cabaye'], [89, 'Wilfried Zaha', 'Ruben Loftus-Cheek']]",[],[]
2017-2018,Liverpool,Watford,5,0,"['Loris Karius', 'Virgil van Dijk', 'Georginio Wijnaldum', 'Roberto Firmino', 'Mohamed Salah', 'Joe Gomez', 'Jordan Henderson', 'Sadio Mané', 'Emre Can', 'Andrew Robertson', 'Joël Matip']","['Simon Mignolet', 'James Milner', 'Ragnar Klavan', 'Alberto Moreno', 'Alex Oxlade-Chamberlain', 'Danny Ings', 'Trent Alexander-Arnold']","['Orestis Karnezis', 'Miguel Britos', 'Sebastian Prödl', 'Adrian Mariappa', 'Troy Deeney', 'Richarlison', 'Abdoulaye Doucouré', 'Kiko Femenía', 'José Holebas', 'Étienne Capoue', 'Roberto Pereyra']","['Heurelho Gomes', 'Daryl Janmaat', 'Craig Cathcart', 'Andre Gray', 'Will Hughes', 'André Carrillo', 'Stefano Okaka']","[4, 43, 49, 77, 85]",[],"[[27, 'Emre Can', 'James Milner'], [71, 'Georginio Wijnaldum', 'Alex Oxlade-Chamberlain'], [79, 'Roberto Firmino', 'Danny Ings']]","[[65, 'Richarlison', 'Will Hughes'], [70, 'Troy Deeney', 'Stefano Okaka'], [81, 'Miguel Britos', 'Daryl Janmaat']]",[],[]
Season,Home Team,Away Team,Home Team Score,Away Team Score,Home Starting Lineup,Home Bench Lineup,Away Starting Lineup,Away Bench Lineup,Home Goal Timings,Away Goal Timings,Home Sub Timings,Away Sub Timings,Home Red Card Timings,Away Red Card Timings
2017-2018,Crystal Palace,Liverpool,1,2,"['Wayne Hennessey', 'Patrick van Aanholt', 'Luka Milivojević', 'Yohan Cabaye', 'Andros Townsend', 'Wilfried Zaha', 'Mamadou Sakho', 'Christian Benteke', 'James McArthur', 'Aaron Wan-Bissaka', 'Martin Kelly']","['Diego Cavalieri', 'Ruben Loftus-Cheek', 'Lee Chung-yong', 'Pape Souaré', 'Timothy Fosu-Mensah', 'Damien Delaney', 'Jaïro Riedewald']","['Loris Karius', 'Virgil van Dijk', 'Georginio Wijnaldum', 'James Milner', 'Roberto Firmino', 'Mohamed Salah', 'Jordan Henderson', 'Sadio Mané', 'Andrew Robertson', 'Joël Matip', 'Trent Alexander-Arnold']","['Simon Mignolet', 'Nathaniel Clyne', 'Dejan Lovren', 'Alberto Moreno', 'Adam Lallana', 'Alex Oxlade-Chamberlain', 'Danny Ings']",[13],"[49, 84]","[[73, 'Yohan Cabaye', 'Ruben Loftus-Cheek'], [88, 'Aaron Wan-Bissaka', 'Timothy Fosu-Mensah']]","[[64, 'Sadio Mané', 'Alex Oxlade-Chamberlain'], [65, 'Georginio Wijnaldum', 'Adam Lallana'], [70, 'Adam Lallana', 'Dejan Lovren']]",[],[]
